en
S,en,Ukraine,ru,Украина,ru,Україна
T,en,Zhovtneve,ru,Жовтневе,ua,Жовтневе
T,en,Domanivka,ru,Доманiвка,ua,Доманiвка
T,en,Zabari,ru,Забари,ua,Забари
T,en,Zelenij JAr,ru,Зелений Яр,ua,Зелений Яр
T,en,Kozubivka,ru,Козубiвка,ua,Козубiвка
T,en,Kuznetsove,ru,Кузнецове,ua,Кузнецове
T,en,Lidiyivka,ru,Лiдiївка,ua,Лiдiївка
T,en,Marinivka,ru,Маринiвка,ua,Маринiвка
T,en,Mostove,ru,Мостове,ua,Мостове
T,en,Novokantakuzivka,ru,Новокантакузiвка,ua,Новокантакузiвка
T,en,Oleksandrivka,ru,Олександрiвка,ua,Олександрiвка
T,en,Pribuzhzhja,ru,Прибужжя,ua,Прибужжя
T,en,Suha balka,ru,Суха Балка,ua,Суха Балка
T,en,Frunze,ru,Фрунзе,ua,Фрунзе
T,en,Tsaredarivka,ru,Царедарiвка,ua,Царедарiвка
T,en,Schaslivka,ru,Щасливка,ua,Щасливка
T,en,Bratoljubivka,ru,Братолюбiвка,ua,Братолюбiвка
T,en,Velikoserbulivka,ru,Великосербулiвка,ua,Великосербулiвка
T,en,Vodjano-lorine,ru,Водяно-Лорине,ua,Водяно-Лорине
T,en,Vozsijats'ke,ru,Возсiятське,ua,Возсiятське
T,en,Elanets',ru,Єланець,ua,Єланець
T,en,Kalinivka,ru,Калинiвка,ua,Калинiвка
T,en,Krutojarka,ru,Крутоярка,ua,Крутоярка
T,en,Kujbishevka,ru,Куйбишевка,ua,Куйбишевка
T,en,Malodvorjanka,ru,Малодворянка,ua,Малодворянка
T,en,Malozhenivka,ru,Маложенiвка,ua,Маложенiвка
T,en,Maloukrayinka,ru,Малоукраїнка,ua,Малоукраїнка
T,en,Novovasilivka,ru,Нововасилiвка,ua,Нововасилiвка
T,en,Novovolodimirivka,ru,Нововолодимирiвка,ua,Нововолодимирiвка
T,en,Novooleksandrivka,ru,Новоолександрiвка,ua,Новоолександрiвка
T,en,Ol'gopil',ru,Ольгопiль,ua,Ольгопiль
T,en,JAsnogorodka,ru,Ясногородка,ua,Ясногородка
T,en,Barmashove,ru,Бармашове,ua,Бармашове
T,en,Voskresens'ke,ru,Воскресенське,ua,Воскресенське
T,en,Galitsinove,ru,Галицинове,ua,Галицинове
T,en,Grejgove,ru,Грейгове,ua,Грейгове
T,en,Zajchivs'ke,ru,Зайчiвське,ua,Зайчiвське
T,en,Zasillja,ru,Засiлля,ua,Засiлля
T,en,Zelenij gaj,ru,Зелений Гай,ua,Зелений Гай
T,en,Kalinivka,ru,Калинiвка,ua,Калинiвка
T,en,Kapustine,ru,Капустине,ua,Капустине
T,en,Kvitneve,ru,Квiтневе,ua,Квiтневе
T,en,Kolarivka,ru,Коларiвка,ua,Коларiвка
T,en,Komsomol's'ke,ru,Комсомольське,ua,Комсомольське
T,en,Kostjantinivka,ru,Костянтинiвка,ua,Костянтинiвка
T,en,Kotljareve,ru,Котляреве,ua,Котляреве
T,en,Limani,ru,Лимани,ua,Лимани
T,en,Lupareve,ru,Лупареве,ua,Лупареве
T,en,Luch,ru,Луч,ua,Луч
T,en,Mikolayiv zhovtnevij,ru,Миколаїв Жовтневий,ua,Миколаїв Жовтневий
T,en,Mirne,ru,Мирне,ua,Мирне
T,en,Mikolayivs'ke,ru,Миколаївське,ua,Миколаївське
T,en,Mihajlo-larine,ru,Михайло-Ларине,ua,Михайло-Ларине
T,en,Mishkovo-pogorilove,ru,Мiшково-Погорiлове,ua,Мiшково-Погорiлове
T,en,Novogrigorivka,ru,Новогригорiвка,ua,Новогригорiвка
T,en,Novomikolayivka,ru,Новомиколаївка,ua,Новомиколаївка
T,en,Novoselivka,ru,Новоселiвка,ua,Новоселiвка
T,en,Pam'JAt' komunariv,ru,Пам'Ять Комунарiв,ua,Пам'Ять Комунарiв
T,en,Partizans'ke,ru,Партизанське,ua,Партизанське
T,en,Pervomajs'ke,ru,Первомайське,ua,Первомайське
T,en,Peresadivka,ru,Пересадiвка,ua,Пересадiвка
T,en,Poligon,ru,Полiгон,ua,Полiгон
T,en,Pribuz'ke,ru,Прибузьке,ua,Прибузьке
T,en,Ukrayinka,ru,Українка,ua,Українка
T,en,CHervone,ru,Червоне,ua,Червоне
T,en,Shevchenkove,ru,Шевченкове,ua,Шевченкове
T,en,Velikooleksandrivka,ru,Великоолександрiвка,ua,Великоолександрiвка
T,en,Vesela balka,ru,Весела Балка,ua,Весела Балка
T,en,Volodimirivka,ru,Володимирiвка,ua,Володимирiвка
T,en,Dmitrivka,ru,Дмитрiвка,ua,Дмитрiвка
T,en,Dmitro-bilivka,ru,Дмитро-Бiлiвка,ua,Дмитро-Бiлiвка
T,en,Kazanka,ru,Казанка,ua,Казанка
T,en,Kashirivka,ru,Каширiвка,ua,Каширiвка
T,en,Lagodivka,ru,Лагодiвка,ua,Лагодiвка
T,en,Lisove,ru,Лiсове,ua,Лiсове
T,en,Mikolayivka,ru,Миколаївка,ua,Миколаївка
T,en,Mikolo-gulak,ru,Миколо-Гулак,ua,Миколо-Гулак
T,en,Mihajlivka,ru,Михайлiвка,ua,Михайлiвка
T,en,Novodanilivka,ru,Новоданилiвка,ua,Новоданилiвка
T,en,Novolazarivka,ru,Новолазарiвка,ua,Новолазарiвка
T,en,Novofedorivka,ru,Новофедорiвка,ua,Новофедорiвка
T,en,Oleksandrivka,ru,Олександрiвка,ua,Олександрiвка
T,en,Skobeleve,ru,Скобелеве,ua,Скобелеве
T,en,Troits'ko-safonove,ru,Троiцько-Сафонове,ua,Троiцько-Сафонове
T,en,CHervona znam'janka,ru,Червона Знам'янка,ua,Червона Знам'янка
T,en,Bagachivka,ru,Багачiвка,ua,Багачiвка
T,en,Berizki,ru,Берiзки,ua,Берiзки
T,en,Burilove,ru,Бурилове,ua,Бурилове
T,en,Velika mechetnja,ru,Велика Мечетня,ua,Велика Мечетня
T,en,Goloskove,ru,Голоскове,ua,Голоскове
T,en,Krasnen'ke,ru,Красненьке,ua,Красненьке
T,en,Krive ozero,ru,Криве Озеро,ua,Криве Озеро
T,en,Kurjachi lozi,ru,Курячi Лози,ua,Курячi Лози
T,en,Lenine,ru,Ленiне,ua,Ленiне
T,en,Lukanivka,ru,Луканiвка,ua,Луканiвка
T,en,Mazurove,ru,Мазурове,ua,Мазурове
T,en,Mala mechetnja,ru,Мала Мечетня,ua,Мала Мечетня
T,en,Mihalkove,ru,Михалкове,ua,Михалкове
T,en,Ocheretnja,ru,Очеретня,ua,Очеретня
T,en,Sekretarka,ru,Секретарка,ua,Секретарка
T,en,Ternuvate,ru,Тернувате,ua,Тернувате
T,en,Tokarivka,ru,Токарiвка,ua,Токарiвка
T,en,Tridubi,ru,Тридуби,ua,Тридуби
T,en,Mikolayiv,ru,Миколаїв,ua,Миколаїв
T,en,Andriyivka,ru,Андрiївка,ua,Андрiївка
T,en,Velika koreniha,ru,Велика Корениха,ua,Велика Корениха
T,en,Vesnjane,ru,Весняне,ua,Весняне
T,en,Zelenij gaj,ru,Зелений Гай,ua,Зелений Гай
T,en,Zelenij JAr,ru,Зелений Яр,ua,Зелений Яр
T,en,Ivanivka,ru,Iванiвка,ua,Iванiвка
T,en,Kir'jakivka,ru,Кир'якiвка,ua,Кир'якiвка
T,en,Kirove,ru,Кiрове,ua,Кiрове
T,en,Kovalivka,ru,Ковалiвка,ua,Ковалiвка
T,en,Komsomol's'ke,ru,Комсомольське,ua,Комсомольське
T,en,Korchine,ru,Корчине,ua,Корчине
T,en,Kriva balka,ru,Крива Балка,ua,Крива Балка
T,en,Krinichki,ru,Кринички,ua,Кринички
T,en,Mala koreniha,ru,Мала Корениха,ua,Мала Корениха
T,en,Nadbuz'ke,ru,Надбузьке,ua,Надбузьке
T,en,Nechajane,ru,Нечаяне,ua,Нечаяне
T,en,Novobogdanivka,ru,Новобогданiвка,ua,Новобогданiвка
T,en,Ol'shans'ke,ru,Ольшанське,ua,Ольшанське
T,en,Petrivka,ru,Петрiвка,ua,Петрiвка
T,en,Petrovo-soloniha,ru,Петрово-Солониха,ua,Петрово-Солониха
T,en,Radgospne,ru,Радгоспне,ua,Радгоспне
T,en,Radsad,ru,Радсад,ua,Радсад
T,en,Sapetnja,ru,Сапетня,ua,Сапетня
T,en,Slivine,ru,Сливине,ua,Сливине
T,en,Stara bogdanivka,ru,Стара Богданiвка,ua,Стара Богданiвка
T,en,Stepove,ru,Степове,ua,Степове
T,en,Ternuvate,ru,Тернувате,ua,Тернувате
T,en,Trihati,ru,Трихати,ua,Трихати
T,en,Uljanivka,ru,Улянiвка,ua,Улянiвка
T,en,Shostakove,ru,Шостакове,ua,Шостакове
T,en,Shurine,ru,Шурине,ua,Шурине
T,en,Barativka,ru,Баратiвка,ua,Баратiвка
T,en,Berezneguvats'ke,ru,Березнегуватське,ua,Березнегуватське
T,en,Vil'ne zaporizhzhja,ru,Вiльне Запорiжжя,ua,Вiльне Запорiжжя
T,en,Gannivka,ru,Ганнiвка,ua,Ганнiвка
T,en,Efremivka,ru,Єфремiвка,ua,Єфремiвка
T,en,Zhovtneve,ru,Жовтневе,ua,Жовтневе
T,en,Kam'jane,ru,Кам'яне,ua,Кам'яне
T,en,Majorivka,ru,Майорiвка,ua,Майорiвка
T,en,Novij bug,ru,Новий Буг,ua,Новий Буг
T,en,Novodmitrivka,ru,Новодмитрiвка,ua,Новодмитрiвка
T,en,Novomikolayivka,ru,Новомиколаївка,ua,Новомиколаївка
T,en,Novomihajlivka,ru,Новомихайлiвка,ua,Новомихайлiвка
T,en,Novopoltavka,ru,Новополтавка,ua,Новополтавка
T,en,Novosillja,ru,Новосiлля,ua,Новосiлля
T,en,Novohristoforivka,ru,Новохристофорiвка,ua,Новохристофорiвка
T,en,Novojur'yivka,ru,Новоюр'ївка,ua,Новоюр'ївка
T,en,Poltavka,ru,Полтавка,ua,Полтавка
T,en,Rozanivka,ru,Розанiвка,ua,Розанiвка
T,en,Sofiyivka,ru,Софiївка,ua,Софiївка
T,en,Uljanivka,ru,Улянiвка,ua,Улянiвка
T,en,Shevchenkove,ru,Шевченкове,ua,Шевченкове
T,en,Antonivka,ru,Антонiвка,ua,Антонiвка
T,en,Artemivka,ru,Артемiвка,ua,Артемiвка
T,en,Balovne,ru,Баловне,ua,Баловне
T,en,Buz'ke,ru,Бузьке,ua,Бузьке
T,en,Vorontsivka,ru,Воронцiвка,ua,Воронцiвка
T,en,Gur'yivka,ru,Гур'ївка,ua,Гур'ївка
T,en,Dimivs'ke,ru,Димiвське,ua,Димiвське
T,en,Dil'niche,ru,Дiльниче,ua,Дiльниче
T,en,Kandibine,ru,Кандибине,ua,Кандибине
T,en,Kostjantinivka,ru,Костянтинiвка,ua,Костянтинiвка
T,en,Mihajlivka,ru,Михайлiвка,ua,Михайлiвка
T,en,Nova odesa,ru,Нова Одеса,ua,Нова Одеса
T,en,Novoingulka,ru,Новоiнгулка,ua,Новоiнгулка
T,en,Novopetrivs'ke,ru,Новопетрiвське,ua,Новопетрiвське
T,en,Novosafronivka,ru,Новосафронiвка,ua,Новосафронiвка
T,en,Novoshmidtivka,ru,Новошмiдтiвка,ua,Новошмiдтiвка
T,en,Pidlisne,ru,Пiдлiсне,ua,Пiдлiсне
T,en,Piski,ru,Пiски,ua,Пiски
T,en,Sebine,ru,Себине,ua,Себине
T,en,Suhij Elanets',ru,Сухий Єланець,ua,Сухий Єланець
T,en,Troyits'ke,ru,Троїцьке,ua,Троїцьке
T,en,CHervonovolodimirivka,ru,Червоноволодимирiвка,ua,Червоноволодимирiвка
T,en,Blagodatne,ru,Благодатне,ua,Благодатне
T,en,Dmitrivka,ru,Дмитрiвка,ua,Дмитрiвка
T,en,Ivanivka,ru,Iванiвка,ua,Iванiвка
T,en,Kam'JAnka,ru,Кам'Янка,ua,Кам'Янка
T,en,Kozirka,ru,Козирка,ua,Козирка
T,en,Kutsurub,ru,Куцуруб,ua,Куцуруб
T,en,Matrosivka,ru,Матросiвка,ua,Матросiвка
T,en,Parutine,ru,Парутине,ua,Парутине
T,en,Pokrovka,ru,Покровка,ua,Покровка
T,en,Ochakiv,ru,Очакiв,ua,Очакiв
T,en,Rivne,ru,Рiвне,ua,Рiвне
T,en,Solonchaki,ru,Солончаки,ua,Солончаки
T,en,CHornomorka,ru,Чорноморка,ua,Чорноморка
T,en,Bandurka,ru,Бандурка,ua,Бандурка
T,en,Boleslavchik,ru,Болеславчик,ua,Болеславчик
T,en,Brid,ru,Брiд,ua,Брiд
T,en,Genivka,ru,Генiвка,ua,Генiвка
T,en,Grushivka,ru,Грушiвка,ua,Грушiвка
T,en,Dovga pristan',ru,Довга Пристань,ua,Довга Пристань
T,en,Zhovtneve,ru,Жовтневе,ua,Жовтневе
T,en,Zeleni koshari,ru,Зеленi Кошари,ua,Зеленi Кошари
T,en,Ivanivka,ru,Iванiвка,ua,Iванiвка
T,en,Kam'jana balka,ru,Кам'яна Балка,ua,Кам'яна Балка
T,en,Kam'janij mist,ru,Кам'яний Мiст,ua,Кам'яний Мiст
T,en,Katerinka,ru,Катеринка,ua,Катеринка
T,en,Kinets'pil',ru,Кiнецьпiль,ua,Кiнецьпiль
T,en,Krimka,ru,Кримка,ua,Кримка
T,en,Kumari,ru,Кумарi,ua,Кумарi
T,en,Lisa gora,ru,Лиса Гора,ua,Лиса Гора
T,en,Lukashivka,ru,Лукашiвка,ua,Лукашiвка
T,en,Migija,ru,Мигiя,ua,Мигiя
T,en,Michurine,ru,Мiчурiне,ua,Мiчурiне
T,en,Pervomajs'k,ru,Первомайськ,ua,Первомайськ
T,en,Pidgir'ja,ru,Пiдгiр'я,ua,Пiдгiр'я
T,en,Pidgorodna,ru,Пiдгородна,ua,Пiдгородна
T,en,Poltavka,ru,Полтавка,ua,Полтавка
T,en,Romanova balka,ru,Романова Балка,ua,Романова Балка
T,en,Sinjuhin brid,ru,Синюхин Брiд,ua,Синюхин Брiд
T,en,Sofiyivka,ru,Софiївка,ua,Софiївка
T,en,Stanislavchik,ru,Станiславчик,ua,Станiславчик
T,en,Stepkivka,ru,Степкiвка,ua,Степкiвка
T,en,Tarasivka,ru,Тарасiвка,ua,Тарасiвка
T,en,CHausove,ru,Чаусове,ua,Чаусове
T,en,Afanasivka,ru,Афанасiвка,ua,Афанасiвка
T,en,Barativka,ru,Баратiвка,ua,Баратiвка
T,en,Vavilove,ru,Вавилове,ua,Вавилове
T,en,Vasilivka,ru,Василiвка,ua,Василiвка
T,en,Galaganivka,ru,Галаганiвка,ua,Галаганiвка
T,en,Gorohivs'ke,ru,Горохiвське,ua,Горохiвське
T,en,Guljajgorodok,ru,Гуляйгородок,ua,Гуляйгородок
T,en,Evgenivka,ru,Євгенiвка,ua,Євгенiвка
T,en,Znam'janka,ru,Знам'янка,ua,Знам'янка
T,en,Ivano-kepine,ru,Iвано-Кепине,ua,Iвано-Кепине
T,en,Kiselivka,ru,Киселiвка,ua,Киселiвка
T,en,Kobzartsi,ru,Кобзарцi,ua,Кобзарцi
T,en,Krasne znam'ja,ru,Красне Знам'я,ua,Красне Знам'я
T,en,Kujbisheve,ru,Куйбишеве,ua,Куйбишеве
T,en,Maksimivka,ru,Максимiвка,ua,Максимiвка
T,en,Novovasilivka,ru,Нововасилiвка,ua,Нововасилiвка
T,en,Novokiyivka,ru,Новокиївка,ua,Новокиївка
T,en,Novokondakove,ru,Новокондакове,ua,Новокондакове
T,en,Novopetrivka,ru,Новопетрiвка,ua,Новопетрiвка
T,en,Novosofiyivka,ru,Новософiївка,ua,Новософiївка
T,en,Novotimofiivka,ru,Новотимофiiвка,ua,Новотимофiiвка
T,en,Oleksandrivka,ru,Олександрiвка,ua,Олександрiвка
T,en,Pavlivka,ru,Павлiвка,ua,Павлiвка
T,en,Pavlo-mar'janivka,ru,Павло-Мар'янiвка,ua,Павло-Мар'янiвка
T,en,Pershotravneve,ru,Першотравневе,ua,Першотравневе
T,en,Romanovo-bulgakove,ru,Романово-Булгакове,ua,Романово-Булгакове
T,en,Sadove,ru,Садове,ua,Садове
T,en,Svitla dacha,ru,Свiтла Дача,ua,Свiтла Дача
T,en,Snigurivka,ru,Снiгурiвка,ua,Снiгурiвка
T,en,Tamarine,ru,Тамарине,ua,Тамарине
T,en,Trudoljubivka,ru,Трудолюбiвка,ua,Трудолюбiвка
T,en,Tsentral'ne,ru,Центральне,ua,Центральне
T,en,CHervona dolina,ru,Червона Долина,ua,Червона Долина
T,en,CHervona zirka,ru,Червона Зiрка,ua,Червона Зiрка
T,en,CHervonij promin',ru,Червоний Промiнь,ua,Червоний Промiнь
T,en,Shiroke,ru,Широке,ua,Широке
T,en,Jur'yivka,ru,Юр'ївка,ua,Юр'ївка
T,en,Juzhnoukrayins'k,ru,Южноукраїнськ,ua,Южноукраїнськ
R,en,Odes'ka obl,ru,Одеська обл,ua,Одеська обл
T,en,Anan'yiv,ru,Ананьїв,ua,Ананьїв
T,en,Anan'yiv selo,ru,Ананьїв Село,ua,Ананьїв Село
T,en,Bajtali,ru,Байтали,ua,Байтали
T,en,Gandraburi,ru,Гандрабури,ua,Гандрабури
T,en,Dolins'ke,ru,Долинське,ua,Долинське
T,en,Zherebkove,ru,Жеребкове,ua,Жеребкове
T,en,Kohivka,ru,Кохiвка,ua,Кохiвка
T,en,Kohanivka,ru,Коханiвка,ua,Коханiвка
T,en,Mihajlivka,ru,Михайлiвка,ua,Михайлiвка
T,en,Novogeorgiyivka,ru,Новогеоргiївка,ua,Новогеоргiївка
T,en,Novooleksandrivka,ru,Новоолександрiвка,ua,Новоолександрiвка
T,en,Novoselivka,ru,Новоселiвка,ua,Новоселiвка
T,en,Romanivka,ru,Романiвка,ua,Романiвка
T,en,Selivanivka,ru,Селиванiвка,ua,Селиванiвка
T,en,Tochilove,ru,Точилове,ua,Точилове
T,en,Shelehove,ru,Шелехове,ua,Шелехове
T,en,Shimkove,ru,Шимкове,ua,Шимкове
T,en,Artsiz,ru,Арциз,ua,Арциз
T,en,Vasilivka,ru,Василiвка,ua,Василiвка
T,en,Veselij kut,ru,Веселий Кут,ua,Веселий Кут
T,en,Vinogradivka,ru,Виноградiвка,ua,Виноградiвка
T,en,Vishnjaki,ru,Вишняки,ua,Вишняки
T,en,Voznesenka-persha,ru,Вознесенка-Перша,ua,Вознесенка-Перша
T,en,Glavani,ru,Главанi,ua,Главанi
T,en,Delen',ru,Делень,ua,Делень
T,en,Dolinivka,ru,Долинiвка,ua,Долинiвка
T,en,Zadunayivka,ru,Задунаївка,ua,Задунаївка
T,en,Kam'jans'ke,ru,Кам'янське,ua,Кам'янське
T,en,Mirnopillja,ru,Мирнопiлля,ua,Мирнопiлля
T,en,Nadezhdivka,ru,Надеждiвка,ua,Надеждiвка
T,en,Nova ivanivka,ru,Нова Iванiвка,ua,Нова Iванiвка
T,en,Novi kaplani,ru,Новi Каплани,ua,Новi Каплани
T,en,Novoselivka,ru,Новоселiвка,ua,Новоселiвка
T,en,Ostrivne,ru,Острiвне,ua,Острiвне
T,en,Pavlivka,ru,Павлiвка,ua,Павлiвка
T,en,Plots'k,ru,Плоцьк,ua,Плоцьк
T,en,Prjamobalka,ru,Прямобалка,ua,Прямобалка
T,en,Sadove,ru,Садове,ua,Садове
T,en,Teplitsja,ru,Теплиця,ua,Теплиця
T,en,Holms'ke,ru,Холмське,ua,Холмське
T,en,Andrijashivka,ru,Андрiяшiвка,ua,Андрiяшiвка
T,en,Balta,ru,Балта,ua,Балта
T,en,Bendzari,ru,Бендзари,ua,Бендзари
